Year,Activity,Source,Destination,Energy (MW.h),Total Value (CAN$),Price (CAN$/MW.h)
2008,Imports,Michigan,Total,4000590.565,215811893.7,53.95
2008,Imports,Minn / N. Dakota,Manitoba,87544,4923073.01,56.24
2008,Imports,Minn / N. Dakota,Total,87544,4923073.01,56.24
2008,Imports,Minnesota,Alberta,68898,8537704.79,123.92
2008,Imports,Minnesota,Ontario,864839.549,51409530.52,59.44
2008,Imports,Minnesota,Total,933737.549,59947235.31,64.2
2008,Imports,Missouri,Ontario,15400,712796.15,46.29
2008,Imports,Missouri,Total,15400,712796.15,46.29
2008,Imports,Montana,British Columbia,487391,22751915.94,46.68
2008,Imports,Montana,Total,487391,22751915.94,46.68
2008,Imports,Nebraska,British Columbia,149,3673.02,24.65
2008,Imports,Nebraska,Total,149,3673.02,24.65
2008,Imports,Nevada,British Columbia,66761,2946140.28,44.13
2008,Imports,Nevada,Total,66761,2946140.28,44.13
2008,Imports,New England-ISO,New Brunswick,195,12415.15,63.67
2008,Imports,New England-ISO,Quebec,201265,11087803.47,55.09
2008,Imports,New England-ISO,Total,201460,11100218.62,55.1
2008,Imports,New Mexico,British Columbia,118003,4402594.47,37.31
2008,Imports,New Mexico,Total,118003,4402594.47,37.31
2008,Imports,New York,Alberta,496,79018.99,159.31
2008,Imports,New York,Nova Scotia,1680,130088.68,77.43
2008,Imports,New York,Ontario,2214612.27,130159293.6,58.77
2008,Imports,New York,Quebec,1150451,72573787.81,60.69
2008,Imports,New York,Total,3367239.27,202942189,59.45
2008,Imports,North Dakota,Alberta,164014,7455269.59,45.46
2008,Imports,North Dakota,Saskatchewan,430731.9,20469622.94,47.52
2008,Imports,North Dakota,Total,594745.9,27924892.53,46.95
2008,Imports,Oregon,Alberta,3879,426266.21,109.89
2008,Imports,Oregon,British Columbia,268560,15876179.77,59.12
2008,Imports,Oregon,Total,272439,16302445.98,59.84
2008,Imports,Pennsylvania,British Columbia,1731,33863.02,19.56
2008,Imports,Pennsylvania,Manitoba,2,47.53,23.77
2008,Imports,Pennsylvania,Nova Scotia,271008,22894572,84.48
2008,Imports,Pennsylvania,Ontario,83519,4656813.29,55.76
2008,Imports,Pennsylvania,Saskatchewan,3,71.29,23.76
2008,Imports,Pennsylvania,Total,356263,27585367.13,77.43
2008,Imports,Texas,Alberta,1475,152978.65,103.71
2008,Imports,Texas,Ontario,719097,46643476,64.86
2008,Imports,Texas,Total,720572,46796454.65,64.94
2008,Imports,Total,Alberta,761348,48439225.18,63.62
2008,Imports,Total,British Columbia,11513725.87,612927520.2,53.23
2008,Imports,Total,Manitoba,87878,4932832.71,56.13
2008,Imports,Total,New Brunswick,837556.8,63777506.51,76.15
2008,Imports,Total,Nova Scotia,272688,23024660.68,84.44
2008,Imports,Total,Ontario,7997884.384,455335827.9,56.93
2008,Imports,Total,Quebec,1358479,84071316.2,59.86
2008,Imports,Total,Saskatchewan,431647.9,20524772.14,47.55
2008,Imports,Total,Total,23261207.95,1313033662,56.33
2008,Imports,Utah,British Columbia,54552,2948682.7,54.05
2008,Imports,Utah,Total,54552,2948682.7,54.05
2008,Imports,Vermont,Ontario,2184,166177.46,76.09
2008,Imports,Vermont,Quebec,630,81241.54,128.95
2008,Imports,Vermont,Total,2814,247419,87.92
2008,Imports,Washington,Alberta,511057,31307235.13,61.26
2008,Imports,Washington,British Columbia,9735570.87,524005784,53.82
2008,Imports,Washington,Total,10246627.87,555313019.1,54.19
2008,Imports,Wisconsin,British Columbia,30,211.54,7.05
2008,Imports,Wisconsin,Total,30,211.54,7.05
2008,Imports,Wyoming,British Columbia,64473,1964317.78,30.47
2008,Imports,Wyoming,Total,64473,1964317.78,30.47
2009,Exports,Alberta,California,295,27279.68,92.47
2009,Exports,Alberta,Indiana,548,24350.36,44.43
2009,Exports,Alberta,Montana,263,10265.49,39.03
2009,Exports,Alberta,New York,100,198.52,1.99
2009,Exports,Alberta,North Dakota,44529,1355055.75,30.43
2009,Exports,Alberta,Total,262325,8889737.89,33.89
2009,Exports,Alberta,Washington,216568,7471270.52,34.5
2009,Exports,Alberta,Wyoming,22,1317.57,59.89
2009,Exports,British Columbia,Alaska,1207.68,86615.31,71.72
2009,Exports,British Columbia,Arizona,102760,5868462.38,57.11
2009,Exports,British Columbia,California,2063408.26,104707705.5,50.75
2009,Exports,British Columbia,Idaho,14317,1515554.05,105.86
2009,Exports,British Columbia,Indiana,3232,195357.42,60.44
2009,Exports,British Columbia,Montana,215466,8088339.9,37.54
2009,Exports,British Columbia,Nevada,37203,1933791.2,51.98
2009,Exports,British Columbia,New Mexico,27173,1525688.59,56.15
2009,Exports,British Columbia,Oregon,761137.44,38253961.75,50.26
2009,Exports,British Columbia,Pennsylvania,423,17511.83,41.4
2009,Exports,British Columbia,South Dakota,264,9139.05,34.62
2009,Exports,British Columbia,Total,6223212.27,290156615.5,46.62
2009,Exports,British Columbia,Utah,8238,457496.28,55.53
2009,Exports,British Columbia,Washington,2979458.89,126927914.6,42.6
2009,Exports,British Columbia,Wyoming,8924,569077.69,63.77
2009,Exports,New Brunswick,Maine,1862328.31,110867105.4,58.08
2009,Exports,New Brunswick,New England-ISO,12317,571174.63,46.37
2009,Exports,New Brunswick,Total,1874645.31,111438280,58
2009,Exports,Nova Scotia,Maine,28976,1509720,52.1
2009,Exports,Nova Scotia,Total,28976,1509720,52.1
2009,Exports,Ontario,Illinois,9468,435207.49,45.97
2009,Exports,Ontario,Indiana,2948,131459.4,44.59
2009,Exports,Ontario,Massachusetts,13595,593554.61,43.66
2009,Exports,Ontario,Michigan,7509190.779,238586430.8,31.77
2009,Exports,Ontario,Minnesota,243634.75,7050173.31,24.43
2009,Exports,Ontario,Missouri,669248,22570214.67,33.72
2009,Exports,Ontario,New England-ISO,546986,21763917.13,39.79
2009,Exports,Ontario,New York,4793179.468,189475047.1,39.53
2009,Exports,Ontario,Ohio,3972,88146.99,22.19
2009,Exports,Ontario,Pennsylvania,616002,27714762.69,44.99
2009,Exports,Ontario,Texas,368884,9958287.79,27
2009,Exports,Ontario,Total,14777783,518396906,35.01
2009,Exports,Ontario,Vermont,675,29704,44.01
2009,Exports,Quebec,Maine,792077.434,35041373.49,44.24
2009,Exports,Quebec,Massachusetts,14,772.66,55.19
2009,Exports,Quebec,Michigan,67292.474,3076432.91,45.72
2009,Exports,Quebec,New England-ISO,9288934.88,571521146.9,55.31
2009,Exports,Quebec,New York,6457782.119,331512322,46.37
2009,Exports,Quebec,Total,18637229.91,1099906102,49.68
2009,Exports,Quebec,Vermont,2031129,158754053.6,36.68
2009,Exports,Saskatchewan,North Dakota,109941,3011838.18,27.4
2009,Exports,Saskatchewan,Total,109941,3011838.18,27.4
2009,Exports,Total,Alaska,1207.68,86615.31,71.72
2009,Exports,Total,Arizona,102760,5868462.38,57.11
2009,Exports,Total,California,2063703.26,104734985.2,50.75
2009,Exports,Total,Idaho,14317,1515554.05,105.86
2009,Exports,Total,Illinois,9468,435207.49,45.97
2009,Exports,Total,Indiana,6728,351167.18,52.19
2009,Exports,Total,Maine,2683381.744,147418198.9,53.93
2009,Exports,Total,Massachusetts,13609,594327.27,43.67
2009,Exports,Total,Michigan,7576483.253,241662863.8,31.9
2009,Exports,Total,Minnesota,243634.75,7050173.31,24.43
2009,Exports,Total,Missouri,669248,22570214.67,33.72
2009,Exports,Total,Montana,215729,8098605.39,37.54
2009,Exports,Total,Nevada,37203,1933791.2,51.98
2009,Exports,Total,New England-ISO,9848237.88,593856238.6,54.44
2009,Exports,Total,New Mexico,27173,1525688.59,56.15
2009,Exports,Total,New York,11251061.59,520987567.6,43.45
2009,Exports,Total,North Dakota,154470,4366893.93,28.27
2009,Exports,Total,Ohio,3972,88146.99,22.19
2009,Exports,Total,Oregon,761137.44,38253961.75,50.26
2009,Exports,Total,Pennsylvania,616425,27732274.52,44.99
2009,Exports,Total,South Dakota,264,9139.05,34.62
2009,Exports,Total,Texas,368884,9958287.79,27
2009,Exports,Total,Total,51152434.25,2353855368,42.54
2009,Exports,Total,Utah,8238,457496.28,55.53
2009,Exports,Total,Vermont,2031804,158783757.6,36.68
2009,Exports,Total,Washington,3196026.89,134399185.1,42.05
2009,Exports,Total,Wyoming,8946,570395.26,63.76
2009,Imports,Arizona,British Columbia,278639,7080274.75,25.41
2009,Imports,Arizona,Total,278639,7080274.75,25.41
2009,Imports,California,British Columbia,238448,5084375.15,21.32
2009,Imports,California,Total,238448,5084375.15,21.32
2009,Imports,Colorado,British Columbia,15,84.13,5.61
2009,Imports,Colorado,Total,15,84.13,5.61
2009,Imports,Idaho,British Columbia,58520,1426619.66,24.38
2009,Imports,Idaho,Total,58520,1426619.66,24.38
2009,Imports,Illinois,Ontario,1620,62722.96,38.72
2009,Imports,Illinois,Total,1620,62722.96,38.72
2009,Imports,Indiana,Alberta,8227,136186.43,16.55
2009,Imports,Indiana,British Columbia,14992,228406.6,15.24
2009,Imports,Indiana,Ontario,14525,441362.6,30.39
2009,Imports,Indiana,Saskatchewan,91,4070,44.73
2009,Imports,Indiana,Total,37835,810025.63,21.41
2009,Imports,Kansas,British Columbia,114,1805.93,15.84
2009,Imports,Kansas,Total,114,1805.93,15.84
2009,Imports,Maine,New Brunswick,1084820.666,58547838.7,53.97
2009,Imports,Maine,Total,1084820.666,58547838.7,53.97
2009,Imports,Massachusetts,New Brunswick,100,2420.07,24.2
2009,Imports,Massachusetts,Ontario,22197,1043380.69,47.01
2009,Imports,Massachusetts,Quebec,5,180.81,36.16
2009,Imports,Massachusetts,Total,22302,1045981.57,46.9
2009,Imports,Michigan,Ontario,1935967.272,67895963.75,35.07
2009,Imports,Michigan,Quebec,3422,115115.92,33.64
2009,Imports,Michigan,Total,1939389.272,68011079.67,35.07
2009,Imports,Minn / N. Dakota,Manitoba,203264,6723280.73,33.08
2009,Imports,Minn / N. Dakota,Total,203264,6723280.73,33.08
2009,Imports,Minnesota,Alberta,32226,2079904.68,64.54
2009,Imports,Minnesota,Ontario,285452,15264542.16,53.47
2009,Imports,Minnesota,Total,317678,17344446.84,54.6
2009,Imports,Missouri,Ontario,10786,417237.27,38.68
2009,Imports,Missouri,Total,10786,417237.27,38.68
2009,Imports,Montana,Alberta,439,20055.88,45.69
2009,Imports,Montana,British Columbia,503432.19,14340156.01,28.48
2009,Imports,Montana,Total,503871.19,14360211.89,28.5
2009,Imports,Nevada,British Columbia,71843,1386951.33,19.31
2009,Imports,Nevada,Total,71843,1386951.33,19.31
2009,Imports,New England-ISO,Quebec,179967,9326192.79,51.82
2009,Imports,New England-ISO,Total,179967,9326192.79,51.82
2009,Imports,New Mexico,British Columbia,115399,2363506.45,20.48
2009,Imports,New Mexico,Total,115399,2363506.45,20.48
2009,Imports,New York,Alberta,3160,206697.46,65.41
2009,Imports,New York,Ontario,587329,22187809.69,37.78
2009,Imports,New York,Quebec,870582,50846080.11,57.45
2009,Imports,New York,Total,1461071,73240587.26,49.56
2009,Imports,North Dakota,Alberta,249667,6722273.33,26.92
2009,Imports,North Dakota,Saskatchewan,333554,10549390.9,31.63
2009,Imports,North Dakota,Total,583221,17271664.23,29.61
2009,Imports,Oregon,British Columbia,472199,11507529.21,24.37
2009,Imports,Oregon,Total,472199,11507529.21,24.37
2009,Imports,Pennsylvania,Alberta,100,2458.63,24.59
2009,Imports,Pennsylvania,British Columbia,493,12837.69,26.04
2009,Imports,Pennsylvania,Nova Scotia,323243,19884061,61.51
2009,Imports,Pennsylvania,Ontario,122115,4058527.87,33.24
2009,Imports,Pennsylvania,Saskatchewan,3,77.38,25.79
2009,Imports,Pennsylvania,Total,445954,23957962.57,53.72
2009,Imports,Texas,Ontario,44844,1336987.94,29.81
2009,Imports,Texas,Total,44844,1336987.94,29.81
2009,Imports,Total,Alberta,661966,23443887.57,35.42
2009,Imports,Total,British Columbia,10801787.19,361677310.3,33.48
2009,Imports,Total,Manitoba,203264,6723280.73,33.08
2009,Imports,Total,New Brunswick,1084920.666,58550258.77,53.97
2009,Imports,Total,Nova Scotia,323243,19884061,61.51
2009,Imports,Total,Ontario,3026284.272,112785635.3,37.27
2009,Imports,Total,Quebec,1056808,60359563.88,56.33
2009,Imports,Total,Saskatchewan,334308,10573944.53,31.63
2009,Imports,Total,Total,17492581.13,653997942.1,37.34
2009,Imports,Utah,British Columbia,43030,1541790.56,35.83
2009,Imports,Utah,Total,43030,1541790.56,35.83
2009,Imports,Vermont,Ontario,1449,77100.36,53.21
2009,Imports,Vermont,Quebec,2832,71994.25,25.42
2009,Imports,Vermont,Total,4281,149094.61,34.83
2009,Imports,Washington,Alberta,368147,14276311.16,38.78
2009,Imports,Washington,British Columbia,8959375,315924830.3,35.26
2009,Imports,Washington,Saskatchewan,660,20406.25,30.92
2009,Imports,Washington,Total,9328182,330221547.7,35.4
2009,Imports,Wyoming,British Columbia,45275,778142.55,17.19
2009,Imports,Wyoming,Total,45275,778142.55,17.19
2010,Exports,Alberta,California,150,6600.29,44
2010,Exports,Alberta,Illinois,633,19746.95,31.2
2010,Exports,Alberta,Indiana,701,32453.16,46.3
2010,Exports,Alberta,Montana,55,2247.9,40.87
2010,Exports,Alberta,Nevada,30,1657.75,55.26
2010,Exports,Alberta,North Dakota,16769,469613.61,28
2010,Exports,Alberta,Total,263633,8874917.99,33.66
2010,Exports,Alberta,Washington,245295,8342598.33,34.01
2010,Exports,British Columbia,Alaska,1056.96,75812.36,71.73
2010,Exports,British Columbia,Arizona,232228,9244707.53,39.81
2010,Exports,British Columbia,California,2251985.67,110460266.3,49.05
2010,Exports,British Columbia,Colorado,15,634.86,42.32
2010,Exports,British Columbia,Idaho,4781,264951.06,55.42
2010,Exports,British Columbia,Indiana,5779,336064.91,58.15
2010,Exports,British Columbia,Montana,249962.02,9169799.81,36.68
2010,Exports,British Columbia,Nevada,38216,2383108.12,62.36
2010,Exports,British Columbia,New Mexico,41257,2346763.73,56.88
2010,Exports,British Columbia,Oregon,434687,19874983.22,45.72
2010,Exports,British Columbia,Total,5259332.42,235032286.5,44.69
2010,Exports,British Columbia,Utah,17434,1041615.36,59.75
2010,Exports,British Columbia,Washington,1974536.77,79377160.17,40.2
2010,Exports,British Columbia,Wyoming,7394,456419.04,61.73
2010,Exports,New Brunswick,Maine,1087829.577,75244479.39,68.84
2010,Exports,New Brunswick,Total,1087829.577,75244479.39,68.84
2010,Exports,Nova Scotia,Maine,4112,394025,95.82
2010,Exports,Nova Scotia,Total,4112,394025,95.82
2010,Exports,Ontario,Massachusetts,53395,3199997.72,59.93
2010,Exports,Ontario,Michigan,5885886.066,236908524.1,40.25
2010,Exports,Ontario,Minnesota,166603.614,7181154.34,36.37
2010,Exports,Ontario,Missouri,3622,164664.06,45.46
2010,Exports,Ontario,New England-ISO,742077.5,37137072.66,50.04
2010,Exports,Ontario,New York,2726826.746,114468046.6,41.98
2010,Exports,Ontario,Pennsylvania,516047,25147878.9,48.73
2010,Exports,Ontario,Pennsylvania Jersey Maryland Power Pool,497712,21841593.71,43.88
2010,Exports,Ontario,Texas,216503,8093141.76,37.38
2010,Exports,Ontario,Total,10809321.93,454174700.8,41.91
2010,Exports,Ontario,Vermont,649,32627,50.27
2010,Exports,Quebec,Maine,1060057.093,56055601.48,52.88
2010,Exports,Quebec,Michigan,266168.792,12631090.99,47.46
2010,Exports,Quebec,New England-ISO,7166813,402435054,53.95
2010,Exports,Quebec,New York,6414236.696,307584094.8,44.97
2010,Exports,Quebec,Total,17006290.58,921300415.2,47.88
2010,Exports,Quebec,Vermont,2099015,142594573.9,33.53
2010,Exports,Saskatchewan,North Dakota,125508.917,4420573.59,35.22
2010,Exports,Saskatchewan,Total,125508.917,4420573.59,35.22
2010,Exports,Total,Alaska,1056.96,75812.36,71.73
2010,Exports,Total,Arizona,232228,9244707.53,39.81
2010,Exports,Total,California,2252135.67,110466866.6,49.05
2010,Exports,Total,Colorado,15,634.86,42.32
2010,Exports,Total,Idaho,4781,264951.06,55.42
2010,Exports,Total,Illinois,633,19746.95,31.2
2010,Exports,Total,Indiana,6480,368518.07,56.87
2010,Exports,Total,Maine,2151998.67,131694105.9,61.03
2010,Exports,Total,Massachusetts,53395,3199997.72,59.93
2010,Exports,Total,Michigan,6152054.858,249539615.1,40.56
2010,Exports,Total,Minnesota,166603.614,7181154.34,36.37
2010,Exports,Total,Missouri,3622,164664.06,45.46
2010,Exports,Total,Montana,250017.02,9172047.71,36.69
2010,Exports,Total,Nevada,38246,2384765.87,62.35
2010,Exports,Total,New England-ISO,7908890.5,439572126.6,53.58
2010,Exports,Total,New Mexico,41257,2346763.73,56.88
2010,Exports,Total,New York,9141063.442,422052141.4,44.08
2010,Exports,Total,North Dakota,142277.917,4890187.2,34.37
2010,Exports,Total,Oregon,434687,19874983.22,45.72
2010,Exports,Total,Pennsylvania,516047,25147878.9,48.73
2010,Exports,Total,Pennsylvania Jersey Maryland Power Pool,497712,21841593.71,43.88
2010,Exports,Total,Texas,216503,8093141.76,37.38
2010,Exports,Total,Total,43627383.77,2019834934,43.81
2010,Exports,Total,Utah,17434,1041615.36,59.75
2010,Exports,Total,Vermont,2099664,142627200.9,33.54
2010,Exports,Total,Washington,2219831.77,87719758.5,39.52
2010,Exports,Total,Wyoming,7394,456419.04,61.73
2010,Imports,Arizona,Alberta,40,723.67,18.09
2010,Imports,Arizona,British Columbia,117642,2940081.54,24.99
2010,Imports,Arizona,Total,117682,2940805.21,24.99
2010,Imports,California,Alberta,5121,152188.71,29.72
2010,Imports,California,British Columbia,142213,2132324.21,14.99
2010,Imports,California,Total,147334,2284512.92,15.51
2010,Imports,Colorado,British Columbia,3136,46610.65,14.86
2010,Imports,Colorado,Total,3136,46610.65,14.86
2010,Imports,Idaho,British Columbia,28389,666068.79,23.46
2010,Imports,Idaho,Total,28389,666068.79,23.46
2010,Imports,Indiana,Alberta,516,9390.44,18.2
2010,Imports,Indiana,British Columbia,2369,15901.47,6.71
2010,Imports,Indiana,Manitoba,28,3073.28,109.76
2010,Imports,Indiana,Ontario,2229,112367.21,50.41
2010,Imports,Indiana,Total,5142,140732.4,27.37
2010,Imports,Maine,New Brunswick,913893.4,49112559.21,53.74
2010,Imports,Maine,Nova Scotia,5133,514410,100.22
2010,Imports,Maine,Quebec,80590,2351834.11,29.18
2010,Imports,Maine,Total,999616.4,51978803.32,52
2010,Imports,Massachusetts,Ontario,11417,626098.04,54.84
2010,Imports,Massachusetts,Quebec,9,319.08,35.45
2010,Imports,Massachusetts,Total,11426,626417.12,54.82
2010,Imports,Michigan,Ontario,2607737.9,85555071.73,32.81
2010,Imports,Michigan,Quebec,4212,120664.37,28.65
2010,Imports,Michigan,Total,2611949.9,85675736.1,32.8
2010,Imports,Minn / N. Dakota,Manitoba,295949,7386937.68,24.96
2010,Imports,Minn / N. Dakota,Total,295949,7386937.68,24.96
2010,Imports,Minnesota,Alberta,7121,416893.81,58.54
2010,Imports,Minnesota,Ontario,420857.103,16195276.77,38.48
2010,Imports,Minnesota,Total,427978.103,16612170.58,38.82
2010,Imports,Missouri,Ontario,2360,92002.04,38.98
2010,Imports,Missouri,Total,2360,92002.04,38.98
2010,Imports,Montana,Alberta,5,177.11,35.42
2010,Imports,Montana,British Columbia,625502.53,15085214.1,24.12
2010,Imports,Montana,Total,625507.53,15085391.21,24.12
2010,Imports,Nevada,British Columbia,37613,998647.01,26.55
2010,Imports,Nevada,Total,37613,998647.01,26.55
2010,Imports,New England-ISO,British Columbia,72,1302.61,18.09
2010,Imports,New England-ISO,Quebec,680392,22862805.21,33.6
2010,Imports,New England-ISO,Total,680464,22864107.82,33.6
2010,Imports,New Mexico,British Columbia,64173,1302972.4,20.3
2010,Imports,New Mexico,Total,64173,1302972.4,20.3
2010,Imports,New York,Alberta,82169,3941235.09,47.96
2010,Imports,New York,Ontario,523181.3,25642025.73,49.01
2010,Imports,New York,Quebec,1736559,67350875.8,36.69
2010,Imports,New York,Total,2341909.3,96934136.62,39.84
2010,Imports,North Dakota,Alberta,16806,465830.24,27.72
2010,Imports,North Dakota,Saskatchewan,413599,12133872.65,29.34
2010,Imports,North Dakota,Total,430405,12599702.89,29.27
2010,Imports,Oregon,British Columbia,215906.03,5149147.86,23.85
2010,Imports,Oregon,Total,215906.03,5149147.86,23.85
2010,Imports,Pennsylvania,Alberta,17045,339475.3,19.92
2010,Imports,Pennsylvania,British Columbia,11619,194986.32,16.78
2010,Imports,Pennsylvania,Nova Scotia,206198,14560606,70.61
2010,Imports,Pennsylvania,Ontario,112772,4573742.36,40.56
2010,Imports,Pennsylvania,Saskatchewan,323,6632.04,20.53
2010,Imports,Pennsylvania,Total,347966,19675375.91,56.54
2010,Imports,Texas,Ontario,2395,114995.14,48.01
2010,Imports,Texas,Total,2395,114995.14,48.01
2010,Imports,Total,Alberta,463491,20086367.15,43.34
2010,Imports,Total,British Columbia,10124713.96,324513314.1,32.05
2010,Imports,Total,Manitoba,295986,7389944.85,24.97
2010,Imports,Total,New Brunswick,913893.4,49112559.21,53.74
2010,Imports,Total,Nova Scotia,211331,15075016,71.33
2010,Imports,Total,Ontario,3684269.303,132994368,36.1
2010,Imports,Total,Quebec,2501821,92688914.07,35.6
2010,Imports,Total,Saskatchewan,413922,12140504.69,29.33
2010,Imports,Total,Total,18609427.66,654000988.1,34.95
2010,Imports,Utah,British Columbia,12988,330904.3,25.48
2010,Imports,Utah,Total,12988,330904.3,25.48
2010,Imports,Vermont,Ontario,1320,82789,62.72
2010,Imports,Vermont,Quebec,59,2415.5,40.94
2010,Imports,Vermont,Total,1379,85204.5,61.79
2010,Imports,Washington,Alberta,334668,14760452.78,44.1
2010,Imports,Washington,British Columbia,8830042.4,295110051.8,33.42
2010,Imports,Washington,Total,9164710.4,309870504.6,33.81
2010,Imports,Wyoming,British Columbia,33049,539100.99,16.31
2010,Imports,Wyoming,Total,33049,539100.99,16.31
2011,Exports,Alberta,California,75,4841.82,64.56
2011,Exports,Alberta,Indiana,48,1147.99,23.92
2011,Exports,Alberta,North Dakota,2626,59364.71,22.61
2011,Exports,Alberta,Total,40933,1050302.07,25.66
2011,Exports,Alberta,Washington,38184,984947.55,25.79
2011,Exports,British Columbia,Alaska,1136.64,81537.33,71.74
2011,Exports,British Columbia,Arizona,481069,19296524.58,40.11
2011,Exports,British Columbia,California,5144325.783,184326047,35.83
2011,Exports,British Columbia,Colorado,135,7395.94,54.78
2011,Exports,British Columbia,Idaho,29406,1329551.59,45.21
2011,Exports,British Columbia,Illinois,150,19005.02,126.7
2011,Exports,British Columbia,Indiana,704,31046.64,44.1
2011,Exports,British Columbia,Montana,41278,1408757.82,34.13
2011,Exports,British Columbia,Nevada,179888,7832246.37,43.54
2011,Exports,British Columbia,New Mexico,44754,2187431.47,48.88
2011,Exports,British Columbia,Oregon,705598,25401305.69,36
2011,Exports,British Columbia,Total,9657660.133,337276675.6,34.92
2011,Exports,British Columbia,Utah,11280,584069.53,51.78
2011,Exports,British Columbia,Washington,3006903.71,94186108.02,31.32
2011,Exports,British Columbia,Wyoming,11016,585648.56,53.16
2011,Exports,New Brunswick,Maine,1055777.409,67000642.76,63.46
2011,Exports,New Brunswick,Total,1055777.409,67000642.76,63.46
2011,Exports,Nova Scotia,Maine,4979,316974,63.66
2011,Exports,Nova Scotia,Total,4979,316974,63.66
2011,Exports,Ontario,Massachusetts,66650,2721601.57,40.83
2011,Exports,Ontario,Michigan,4217075.26,164803916.4,39.08
2011,Exports,Ontario,Minnesota,170558.6,6676316.97,32.53
2011,Exports,Ontario,Missouri,11641,631171.42,54.22
2011,Exports,Ontario,New England-ISO,1114043.4,54432561.51,44.15
2011,Exports,Ontario,New York,4276497.096,165730335.5,38.75
2011,Exports,Ontario,Pennsylvania,189419.5,8488746.49,44.81
2011,Exports,Ontario,Pennsylvania Jersey Maryland Power Pool,927820.5,39955748.51,43.06
2011,Exports,Ontario,Total,10983396.36,443897012.3,39.83
2011,Exports,Ontario,Vermont,9691,456613.9,47.12
2011,Exports,Quebec,Maine,1280379.175,61895439.5,48.34
2011,Exports,Quebec,Michigan,307552.875,15002285.79,48.78
2011,Exports,Quebec,New England-ISO,8400531.54,384402193.8,44.55
2011,Exports,Quebec,New York,7812834.319,294056542,37.22
2011,Exports,Quebec,Total,19879193.91,891151182.2,40.71
2011,Exports,Quebec,Vermont,2077896,135794721.1,32.42
2011,Exports,Saskatchewan,Michigan,615,39519.16,64.26
2011,Exports,Saskatchewan,North Dakota,109633,3419892.22,31.19
2011,Exports,Saskatchewan,Total,110248,3459411.38,31.38
2011,Exports,Total,Alaska,1136.64,81537.33,71.74
2011,Exports,Total,Arizona,481069,19296524.58,40.11
2011,Exports,Total,California,5144400.783,184330888.8,35.83
2011,Exports,Total,Colorado,135,7395.94,54.78
2011,Exports,Total,Idaho,29406,1329551.59,45.21
2011,Exports,Total,Illinois,150,19005.02,126.7
2011,Exports,Total,Indiana,752,32194.63,42.81
2011,Exports,Total,Maine,2341135.584,129213056.3,55.19
2011,Exports,Total,Massachusetts,66650,2721601.57,40.83
2011,Exports,Total,Michigan,4525243.135,179845721.4,39.74
2011,Exports,Total,Minnesota,170558.6,6676316.97,32.53
2011,Exports,Total,Missouri,11641,631171.42,54.22
2011,Exports,Total,Montana,41278,1408757.82,34.13
2011,Exports,Total,Nevada,179888,7832246.37,43.54
2011,Exports,Total,New England-ISO,9514574.94,438834755.3,44.5
2011,Exports,Total,New Mexico,44754,2187431.47,48.88
2011,Exports,Total,New York,12089331.42,459786877.5,37.76
2011,Exports,Total,North Dakota,112269,3479256.93,30.99
2011,Exports,Total,Oregon,705598,25401305.69,36
2011,Exports,Total,Pennsylvania,189419.5,8488746.49,44.81
2011,Exports,Total,Pennsylvania Jersey Maryland Power Pool,927820.5,39955748.51,43.06
2011,Exports,Total,Total,51076001.25,2032904033,38.07
2011,Exports,Total,Utah,11280,584069.53,51.78
2011,Exports,Total,Vermont,2087587,136251335,32.49
2011,Exports,Total,Washington,3045087.71,95171055.57,31.25
2011,Exports,Total,Wyoming,11016,585648.56,53.16
2011,Imports,Arizona,Alberta,181,7205.31,39.81
2011,Imports,Arizona,British Columbia,9504,94414.69,9.93
2011,Imports,Arizona,Total,9685,101620,10.49
2011,Imports,California,British Columbia,101805,123079.36,1.21
2011,Imports,California,Total,101805,123079.36,1.21
2011,Imports,Colorado,British Columbia,7877,102252.23,12.98
2011,Imports,Colorado,Total,7877,102252.23,12.98
2011,Imports,Idaho,British Columbia,46546,441157.92,9.48
2011,Imports,Idaho,Total,46546,441157.92,9.48
2011,Imports,Indiana,Alberta,1073,53373.5,49.74
2011,Imports,Indiana,British Columbia,777,13052.57,16.8
2011,Imports,Indiana,Manitoba,1284,218888.01,170.47
2011,Imports,Indiana,Ontario,57,1416.91,24.86
2011,Imports,Indiana,Saskatchewan,1383,120996.6,87.49
2011,Imports,Indiana,Total,4574,407727.59,89.14
2011,Imports,Iowa,Ontario,90,2217.07,24.63
2011,Imports,Iowa,Total,90,2217.07,24.63
2011,Imports,Maine,New Brunswick,584490.752,32590649.95,55.76
2011,Imports,Maine,Nova Scotia,100,2501,25.01
2011,Imports,Maine,Total,584590.752,32593150.95,55.75
2011,Imports,Massachusetts,Ontario,6203,334372.83,53.91
2011,Imports,Massachusetts,Quebec,3,66.13,22.04
2011,Imports,Massachusetts,Total,6206,334438.96,53.89
2011,Imports,Michigan,Ontario,456231.8,13110750.34,28.74
2011,Imports,Michigan,Quebec,439,15024.68,34.22
2011,Imports,Michigan,Total,456670.8,13125775.02,28.74
2011,Imports,Minn / N. Dakota,Manitoba,137349,3629841,26.43
2011,Imports,Minn / N. Dakota,Total,137349,3629841,26.43
2011,Imports,Minnesota,Alberta,120,5413.31,45.11
2011,Imports,Minnesota,Ontario,129751.5,3853448.72,29.7
